verb,subject,frequency,rank,total,proportion
be,that,5127,1,20196,0.25386215092097447
be,it,4029,2,20196,0.1994949494949495
be,you,1728,3,20196,0.0855614973262032
be,he,1437,4,20196,0.07115270350564468
be,this,1048,5,20196,0.05189146365616954
be,i,927,6,20196,0.04590017825311943
be,they,728,7,20196,0.03604674192909487
be,what,440,8,20196,0.02178649237472767
be,she,434,9,20196,0.021489403842345017
be,who,406,10,20196,0.020102990691225984
be,we,216,11,20196,0.0106951871657754
be,name,189,12,20196,0.009358288770053475
be,one,187,13,20196,0.009259259259259259
be,those,168,14,20196,0.008318478906714201
be,these,152,15,20196,0.007526242820360468
be,thing,89,16,20196,0.004406813230342642
be,day,89,17,20196,0.004406813230342642
be,bath,49,18,20196,0.0024262230144583086
be,matter,44,19,20196,0.002178649237472767
be,which,42,20,20196,0.0020796197266785502
be,cat,41,21,20196,0.002030104971281442
be,all,38,22,20196,0.001881560705090117
be,chi,29,23,20196,0.0014359279065161417
be,girl,25,24,20196,0.0012378688849277084
be,color,23,25,20196,0.0011388393741334918
be,boy,23,26,20196,0.0011388393741334918
be,egg,23,27,20196,0.0011388393741334918
be,part,22,28,20196,0.0010893246187363835
be,number,21,29,20196,0.0010398098633392751
be,everything,21,30,20196,0.0010398098633392751
be,sarah,21,31,20196,0.0010398098633392751
be,baby,19,32,20196,0.0009407803525450585
be,daddy,19,33,20196,0.0009407803525450585
be,book,18,34,20196,0.00089126559714795
be,birthday,17,35,20196,0.0008417508417508417
be,mine,17,36,20196,0.0008417508417508417
be,school,16,37,20196,0.0007922360863537334
be,some,16,38,20196,0.0007922360863537334
be,house,16,39,20196,0.0007922360863537334
be,stuff,15,40,20196,0.0007427213309566251
be,food,15,41,20196,0.0007427213309566251
be,dog,15,42,20196,0.0007427213309566251
be,kitten,15,43,20196,0.0007427213309566251
be,yours,13,44,20196,0.0006436918201624084
be,party,13,45,20196,0.0006436918201624084
be,cup,13,46,20196,0.0006436918201624084
be,problem,13,47,20196,0.0006436918201624084
be,piece,13,48,20196,0.0006436918201624084
be,mother,13,49,20196,0.0006436918201624084
be,kid,13,50,20196,0.0006436918201624084
be,money,13,51,20196,0.0006436918201624084
be,caterpillar,13,52,20196,0.0006436918201624084
be,bear,13,53,20196,0.0006436918201624084
be,today,12,54,20196,0.0005941770647653001
be,hand,12,55,20196,0.0005941770647653001
be,word,12,56,20196,0.0005941770647653001
be,mommy,11,57,20196,0.0005446623093681918
be,car,11,58,20196,0.0005446623093681918
be,milk,11,59,20196,0.0005446623093681918
be,+,11,60,20196,0.0005446623093681918
be,guy,11,61,20196,0.0005446623093681918
be,jones,11,62,20196,0.0005446623093681918
be,so_that,11,63,20196,0.0005446623093681918
be,spoon,10,64,20196,0.0004951475539710833
be,anybody,10,65,20196,0.0004951475539710833
be,difference,10,66,20196,0.0004951475539710833
be,crayon,10,67,20196,0.0004951475539710833
be,letter,10,68,20196,0.0004951475539710833
be,go,10,69,20196,0.0004951475539710833
be,time,9,70,20196,0.000445632798573975
be,child,9,71,20196,0.000445632798573975
be,paul,9,72,20196,0.000445632798573975
be,picture,9,73,20196,0.000445632798573975
