verb,subject,frequency,rank,total,proportion
be,that,167528,1,664598,0.2520741861997779
be,it,146291,2,664598,0.22011953090439634
be,you,59895,3,664598,0.09012214902843524
be,this,31084,4,664598,0.046771130818931146
be,he,28532,5,664598,0.04293121556188854
be,what,28044,6,664598,0.042196937095808296
be,they,25797,7,664598,0.038815945880065844
be,i,21800,8,664598,0.03280178393555202
be,who,15631,9,664598,0.023519480949385944
be,she,15361,10,664598,0.023113220322661217
be,we,9414,11,664598,0.014164953851802142
be,one,6989,12,664598,0.010516131556218947
be,those,4838,13,664598,0.007279588563311957
be,these,4349,14,664598,0.00654380542824384
be,name,3837,15,664598,0.005773414906454729
be,matter,2635,16,664598,0.00396480278303576
be,thing,2065,17,664598,0.0031071414599502254
be,which,1335,18,664598,0.002008733098805594
be,daddy,1281,19,664598,0.0019274809734606483
be,xxx,1223,20,664598,0.0018402101721642257
be,baby,1106,21,664598,0.0016641639005835107
be,book,840,22,664598,0.0012639219498102611
be,car,773,23,664598,0.0011631091276230142
be,thomas,755,24,664598,0.0011360250858413658
be,mummy,704,25,664598,0.0010592869674600285
be,boy,667,26,664598,0.0010036142149088623
be,mommy,617,27,664598,0.0009283807655153943
be,man,566,28,664598,0.000851642647134057
be,ball,548,29,664598,0.0008245586053524085
be,number,525,30,664598,0.0007899512186314133
be,all,517,31,664598,0.0007779138667284584
be,some,486,32,664598,0.0007312691281045083
be,cat,486,33,664598,0.0007312691281045083
be,girl,462,34,664598,0.0006951570723956437
be,foot,456,35,664598,0.0006861290584684275
be,hand,456,36,664598,0.0006861290584684275
be,nose,446,37,664598,0.000671082368589734
be,eye,441,38,664598,0.0006635590236503872
be,house,440,39,664598,0.0006620543546625178
be,shoe,433,40,664598,0.0006515216717474323
be,dog,427,41,664598,0.0006424936578202161
be,piece,425,42,664598,0.0006394843198444775
be,animal,424,43,664598,0.0006379796508566081
be,everything,418,44,664598,0.0006289516369293919
be,noise,415,45,664598,0.0006244376299657838
be,people,404,46,664598,0.0006078862710992208
