verb,subject,frequency,rank,total,proportion
do,you,2164,1,4799,0.45092727651594083
do,he,502,2,4799,0.10460512606793082
do,they,394,3,4799,0.08210043759116482
do,she,263,4,4799,0.054803083975828296
do,person,252,5,4799,0.05251093977912065
do,i,246,6,4799,0.05126067930818921
do,we,242,7,4799,0.05042717232756824
do,it,101,8,4799,0.021046051260679308
do,who,76,9,4799,0.01583663263179829
do,that,33,10,4799,0.006876432590122942
do,doctor,24,11,4799,0.005001041883725776
do,guy,19,12,4799,0.003959158157949573
do,teacher,19,13,4799,0.003959158157949573
do,one,18,14,4799,0.003750781412794332
do,boy,18,15,4799,0.003750781412794332
do,man,17,16,4799,0.0035424046676390914
do,kid,14,17,4799,0.0029172744321733697
do,daddy,13,18,4799,0.0027088976870181286
do,mom,13,19,4799,0.0027088976870181286
do,girl,12,20,4799,0.002500520941862888
do,fireman,10,21,4799,0.002083767451552407
do,ross,9,22,4799,0.001875390706397166
do,pilot,9,23,4799,0.001875390706397166
do,artist,8,24,4799,0.0016670139612419254
do,octopus,8,25,4799,0.0016670139612419254
do,firstname,7,26,4799,0.0014586372160866848
do,mark,7,27,4799,0.0014586372160866848
do,marky,7,28,4799,0.0014586372160866848
do,mailman,7,29,4799,0.0014586372160866848
do,dad,6,30,4799,0.001250260470931444
do,horse,6,31,4799,0.001250260470931444
do,dog,6,32,4799,0.001250260470931444
do,child,5,33,4799,0.0010418837257762034
do,baby,5,34,4799,0.0010418837257762034
do,billy,5,35,4799,0.0010418837257762034
do,mommy,4,36,4799,0.0008335069806209627
do,everybody,4,37,4799,0.0008335069806209627
do,car,4,38,4799,0.0008335069806209627
do,what,4,39,4799,0.0008335069806209627
do,sound,4,40,4799,0.0008335069806209627
do,two,4,41,4799,0.0008335069806209627
do,cat,4,42,4799,0.0008335069806209627
do,christopher,4,43,4799,0.0008335069806209627
do,baker,4,44,4799,0.0008335069806209627
do,frog,4,45,4799,0.0008335069806209627
do,some,3,46,4799,0.000625130235465722
do,bro,3,47,4799,0.000625130235465722
do,woman,3,48,4799,0.000625130235465722
do,this,3,49,4799,0.000625130235465722
do,thing,3,50,4799,0.000625130235465722
do,hafta,3,51,4799,0.000625130235465722
do,monkey,3,52,4799,0.000625130235465722
do,barber,3,53,4799,0.000625130235465722
do,chicken,3,54,4799,0.000625130235465722
do,truck,3,55,4799,0.000625130235465722
do,momma,3,56,4799,0.000625130235465722
do,which,2,57,4799,0.00041675349031048136
do,neither,2,58,4799,0.00041675349031048136
do,seamstress,2,59,4799,0.00041675349031048136
do,anybody,2,60,4799,0.00041675349031048136
do,chi,2,61,4799,0.00041675349031048136
do,hasta,2,62,4799,0.00041675349031048136
do,ewoks,2,63,4799,0.00041675349031048136
do,father,2,64,4799,0.00041675349031048136
do,brother,2,65,4799,0.00041675349031048136
do,eskimos,2,66,4799,0.00041675349031048136
do,all,2,67,4799,0.00041675349031048136
do,eye,2,68,4799,0.00041675349031048136
do,grownup,2,69,4799,0.00041675349031048136
do,parent,2,70,4799,0.00041675349031048136
do,dracky,2,71,4799,0.00041675349031048136
do,werewolve,2,72,4799,0.00041675349031048136
do,kind,2,73,4799,0.00041675349031048136
do,jibo,2,74,4799,0.00041675349031048136
do,fish,2,75,4799,0.00041675349031048136
do,lion,2,76,4799,0.00041675349031048136
do,firefighter,2,77,4799,0.00041675349031048136
do,duck,2,78,4799,0.00041675349031048136
do,tiger,2,79,4799,0.00041675349031048136
do,animal,2,80,4799,0.00041675349031048136
do,alison,2,81,4799,0.00041675349031048136
do,chip,2,82,4799,0.00041675349031048136
do,name,2,83,4799,0.00041675349031048136
do,boss,2,84,4799,0.00041675349031048136
do,dorothy,2,85,4799,0.00041675349031048136
do,grandma,2,86,4799,0.00041675349031048136
do,penguin,1,87,4799,0.00020837674515524068
do,laura,1,88,4799,0.00020837674515524068
do,mouse,1,89,4799,0.00020837674515524068
do,color,1,90,4799,0.00020837674515524068
do,university,1,91,4799,0.00020837674515524068
do,lady,1,92,4799,0.00020837674515524068
do,pam,1,93,4799,0.00020837674515524068
do,wheel,1,94,4799,0.00020837674515524068
do,word,1,95,4799,0.00020837674515524068
do,magnet,1,96,4799,0.00020837674515524068
do,grandfather,1,97,4799,0.00020837674515524068
do,boxer,1,98,4799,0.00020837674515524068
do,jimmy,1,99,4799,0.00020837674515524068
do,casey,1,100,4799,0.00020837674515524068
do,monster,1,101,4799,0.00020837674515524068
do,oclock,1,102,4799,0.00020837674515524068
do,somebody,1,103,4799,0.00020837674515524068
do,light,1,104,4799,0.00020837674515524068
do,way,1,105,4799,0.00020837674515524068
do,uhhum,1,106,4799,0.00020837674515524068
do,any,1,107,4799,0.00020837674515524068
do,toughy,1,108,4799,0.00020837674515524068
do,ben,1,109,4799,0.00020837674515524068
do,rossy,1,110,4799,0.00020837674515524068
do,alua,1,111,4799,0.00020837674515524068
do,spider,1,112,4799,0.00020837674515524068
do,bike,1,113,4799,0.00020837674515524068
do,policemen,1,114,4799,0.00020837674515524068
do,mousie,1,115,4799,0.00020837674515524068
do,celia,1,116,4799,0.00020837674515524068
do,bit,1,117,4799,0.00020837674515524068
do,let,1,118,4799,0.00020837674515524068
do,queen,1,119,4799,0.00020837674515524068
do,dream,1,120,4799,0.00020837674515524068
do,bird,1,121,4799,0.00020837674515524068
do,mother,1,122,4799,0.00020837674515524068
do,useta,1,123,4799,0.00020837674515524068
do,mr,1,124,4799,0.00020837674515524068
do,dole,1,125,4799,0.00020837674515524068
do,sailor,1,126,4799,0.00020837674515524068
do,stranger,1,127,4799,0.00020837674515524068
do,emperor,1,128,4799,0.00020837674515524068
do,mary,1,129,4799,0.00020837674515524068
do,policeman,1,130,4799,0.00020837674515524068
do,wicked,1,131,4799,0.00020837674515524068
do,update,1,132,4799,0.00020837674515524068
do,detective,1,133,4799,0.00020837674515524068
do,dragonfly,1,134,4799,0.00020837674515524068
do,number,1,135,4799,0.00020837674515524068
do,noise,1,136,4799,0.00020837674515524068
do,sky,1,137,4799,0.00020837674515524068
do,rat,1,138,4799,0.00020837674515524068
do,scientist,1,139,4799,0.00020837674515524068
do,nut,1,140,4799,0.00020837674515524068
do,flavor,1,141,4799,0.00020837674515524068
do,saturn,1,142,4799,0.00020837674515524068
do,something,1,143,4799,0.00020837674515524068
do,joel,1,144,4799,0.00020837674515524068
do,rich,1,145,4799,0.00020837674515524068
do,madaline,1,146,4799,0.00020837674515524068
do,the,1,147,4799,0.00020837674515524068
do,cousin,1,148,4799,0.00020837674515524068
do,laine,1,149,4799,0.00020837674515524068
do,carrier,1,150,4799,0.00020837674515524068
do,boat,1,151,4799,0.00020837674515524068
do,bear,1,152,4799,0.00020837674515524068
do,clock,1,153,4799,0.00020837674515524068
do,dinosaur,1,154,4799,0.00020837674515524068
do,puppy,1,155,4799,0.00020837674515524068
do,hand,1,156,4799,0.00020837674515524068
do,mailmen,1,157,4799,0.00020837674515524068
do,chef,1,158,4799,0.00020837674515524068
do,missus,1,159,4799,0.00020837674515524068
do,samantha,1,160,4799,0.00020837674515524068
do,aunt,1,161,4799,0.00020837674515524068
do,timer,1,162,4799,0.00020837674515524068
do,friend,1,163,4799,0.00020837674515524068
do,rain,1,164,4799,0.00020837674515524068
do,veterinarian,1,165,4799,0.00020837674515524068
do,teddy,1,166,4799,0.00020837674515524068
do,home,1,167,4799,0.00020837674515524068
do,ambulance,1,168,4799,0.00020837674515524068
do,tanker,1,169,4799,0.00020837674515524068
do,half,1,170,4799,0.00020837674515524068
do,hamster,1,171,4799,0.00020837674515524068
do,weekend,1,172,4799,0.00020837674515524068
do,dot,1,173,4799,0.00020837674515524068
do,our,1,174,4799,0.00020837674515524068
do,time,1,175,4799,0.00020837674515524068
do,max,1,176,4799,0.00020837674515524068
do,engine,1,177,4799,0.00020837674515524068
do,stacey,1,178,4799,0.00020837674515524068
do,seal,1,179,4799,0.00020837674515524068
do,plane,1,180,4799,0.00020837674515524068
do,santa,1,181,4799,0.00020837674515524068
do,grover,1,182,4799,0.00020837674515524068
do,jem,1,183,4799,0.00020837674515524068
do,chest,1,184,4799,0.00020837674515524068
do,cheryl,1,185,4799,0.00020837674515524068
