verb,subject,frequency,rank,total,proportion
go,you,2674,1,7302,0.3662010408107368
go,i,847,2,7302,0.11599561763900301
go,we,830,3,7302,0.1136674883593536
go,he,493,4,7302,0.06751574910983292
go,it,466,5,7302,0.06381813201862503
go,they,344,6,7302,0.047110380717611616
go,she,230,7,7302,0.03149821966584498
go,that,197,8,7302,0.026978909887702
go,who,98,9,7302,0.013420980553273076
go,what,97,10,7302,0.013284031772117228
go,this,57,11,7302,0.0078060805258833195
go,us,47,12,7302,0.006436592714324843
go,guy,41,13,7302,0.005614900027389756
go,home,41,14,7302,0.005614900027389756
go,bear,39,15,7302,0.005341002465078061
go,car,31,16,7302,0.004245412215831279
go,one,29,17,7302,0.003971514653519584
go,wanna,27,18,7302,0.0036976170912078883
go,people,18,19,7302,0.0024650780608052587
go,boy,17,20,7302,0.0023281292796494112
go,xxx,15,21,7302,0.002054231717337716
go,monkey,15,22,7302,0.002054231717337716
go,tiger,14,23,7302,0.001917282936181868
go,dyou,14,24,7302,0.001917282936181868
go,policeman,13,25,7302,0.0017803341550260202
go,thing,11,26,7302,0.0015064365927143248
go,baby,11,27,7302,0.0015064365927143248
go,animal,11,28,7302,0.0015064365927143248
go,these,10,29,7302,0.001369487811558477
go,chi,10,30,7302,0.001369487811558477
go,bro,10,31,7302,0.001369487811558477
go,something,8,32,7302,0.0010955902492467817
go,daddy,8,33,7302,0.0010955902492467817
go,kid,8,34,7302,0.0010955902492467817
go,horse,8,35,7302,0.0010955902492467817
go,ya,8,36,7302,0.0010955902492467817
go,wheel,7,37,7302,0.000958641468090934
go,dog,7,38,7302,0.000958641468090934
go,kitty,6,39,7302,0.0008216926869350862
go,everyone,6,40,7302,0.0008216926869350862
go,brother,6,41,7302,0.0008216926869350862
go,mommy,5,42,7302,0.0006847439057792385
go,sis,5,43,7302,0.0006847439057792385
go,elephant,5,44,7302,0.0006847439057792385
go,two,5,45,7302,0.0006847439057792385
go,mom,5,46,7302,0.0006847439057792385
go,ladder,5,47,7302,0.0006847439057792385
go,hasta,4,48,7302,0.0005477951246233908
go,cinderella,4,49,7302,0.0005477951246233908
go,truck,4,50,7302,0.0005477951246233908
go,friend,4,51,7302,0.0005477951246233908
go,your,4,52,7302,0.0005477951246233908
go,firstname,4,53,7302,0.0005477951246233908
go,water,4,54,7302,0.0005477951246233908
go,somebody,4,55,7302,0.0005477951246233908
go,man,4,56,7302,0.0005477951246233908
go,family,4,57,7302,0.0005477951246233908
go,story,4,58,7302,0.0005477951246233908
go,part,3,59,7302,0.0004108463434675431
go,owl,3,60,7302,0.0004108463434675431
go,pig,3,61,7302,0.0004108463434675431
go,doll,3,62,7302,0.0004108463434675431
go,lady,3,63,7302,0.0004108463434675431
go,bunny,3,64,7302,0.0004108463434675431
go,whatcha,3,65,7302,0.0004108463434675431
go,milk,3,66,7302,0.0004108463434675431
go,food,3,67,7302,0.0004108463434675431
go,time,3,68,7302,0.0004108463434675431
go,anybody,3,69,7302,0.0004108463434675431
go,zweiback,3,70,7302,0.0004108463434675431
go,dad,3,71,7302,0.0004108463434675431
go,lion,3,72,7302,0.0004108463434675431
go,engine,3,73,7302,0.0004108463434675431
go,pop,3,74,7302,0.0004108463434675431
go,je,3,75,7302,0.0004108463434675431
go,clock,3,76,7302,0.0004108463434675431
go,train,3,77,7302,0.0004108463434675431
go,everybody,3,78,7302,0.0004108463434675431
go,siren,3,79,7302,0.0004108463434675431
go,alarm,3,80,7302,0.0004108463434675431
go,sister,3,81,7302,0.0004108463434675431
go,cow,3,82,7302,0.0004108463434675431
go,farmer,3,83,7302,0.0004108463434675431
go,ali,3,84,7302,0.0004108463434675431
go,name,2,85,7302,0.0002738975623116954
go,frank,2,86,7302,0.0002738975623116954
go,hole,2,87,7302,0.0002738975623116954
go,cat,2,88,7302,0.0002738975623116954
go,so_that,2,89,7302,0.0002738975623116954
go,rain,2,90,7302,0.0002738975623116954
go,hour,2,91,7302,0.0002738975623116954
go,soap,2,92,7302,0.0002738975623116954
go,girl,2,93,7302,0.0002738975623116954
go,heck,2,94,7302,0.0002738975623116954
go,light,2,95,7302,0.0002738975623116954
go,ball,2,96,7302,0.0002738975623116954
go,everything,2,97,7302,0.0002738975623116954
go,those,2,98,7302,0.0002738975623116954
go,bedtime,2,99,7302,0.0002738975623116954
go,sposta,2,100,7302,0.0002738975623116954
go,meatball,2,101,7302,0.0002738975623116954
go,eye,2,102,7302,0.0002738975623116954
go,noise,2,103,7302,0.0002738975623116954
go,blue,2,104,7302,0.0002738975623116954
go,head,2,105,7302,0.0002738975623116954
go,hippos,2,106,7302,0.0002738975623116954
go,giraffe,2,107,7302,0.0002738975623116954
go,honey,2,108,7302,0.0002738975623116954
go,leg,2,109,7302,0.0002738975623116954
go,gas,2,110,7302,0.0002738975623116954
go,word,2,111,7302,0.0002738975623116954
go,niet,2,112,7302,0.0002738975623116954
go,toilet,2,113,7302,0.0002738975623116954
go,chair,2,114,7302,0.0002738975623116954
go,you_all,2,115,7302,0.0002738975623116954
go,postman,2,116,7302,0.0002738975623116954
go,duck,2,117,7302,0.0002738975623116954
go,thomas,2,118,7302,0.0002738975623116954
go,bow,2,119,7302,0.0002738975623116954
go,crowd,2,120,7302,0.0002738975623116954
go,someone,2,121,7302,0.0002738975623116954
go,fireman,2,122,7302,0.0002738975623116954
go,all,2,123,7302,0.0002738975623116954
go,person,2,124,7302,0.0002738975623116954
go,firetruck,2,125,7302,0.0002738975623116954
go,george,2,126,7302,0.0002738975623116954
go,number,2,127,7302,0.0002738975623116954
go,child,2,128,7302,0.0002738975623116954
go,any,2,129,7302,0.0002738975623116954
go,kindergarten,2,130,7302,0.0002738975623116954
go,house,2,131,7302,0.0002738975623116954
go,record,2,132,7302,0.0002738975623116954
go,grover,2,133,7302,0.0002738975623116954
go,chick,2,134,7302,0.0002738975623116954
go,lamb,2,135,7302,0.0002738975623116954
go,bee,2,136,7302,0.0002738975623116954
go,hammer,2,137,7302,0.0002738975623116954
go,rocket,2,138,7302,0.0002738975623116954
go,pie,2,139,7302,0.0002738975623116954
go,color,2,140,7302,0.0002738975623116954
go,rabbit,2,141,7302,0.0002738975623116954
go,youssef,2,142,7302,0.0002738975623116954
go,lock,1,143,7302,0.0001369487811558477
go,grandpa,1,144,7302,0.0001369487811558477
go,bus,1,145,7302,0.0001369487811558477
go,elbow,1,146,7302,0.0001369487811558477
go,bullet,1,147,7302,0.0001369487811558477
go,pencil,1,148,7302,0.0001369487811558477
go,brad,1,149,7302,0.0001369487811558477
go,colette,1,150,7302,0.0001369487811558477
go,jack,1,151,7302,0.0001369487811558477
go,kathy,1,152,7302,0.0001369487811558477
go,nut,1,153,7302,0.0001369487811558477
go,bolt,1,154,7302,0.0001369487811558477
go,piece,1,155,7302,0.0001369487811558477
go,sandy,1,156,7302,0.0001369487811558477
go,screw,1,157,7302,0.0001369487811558477
go,f,1,158,7302,0.0001369487811558477
go,papa,1,159,7302,0.0001369487811558477
