verb,subject,frequency,rank,total,proportion
be,that,17721,1,78681,0.2252259122278568
be,it,17424,2,78681,0.2214511762687307
be,you,7241,3,78681,0.09202984202030987
be,this,5059,4,78681,0.06429760679198282
be,i,4496,5,78681,0.057142130882932345
be,he,4032,6,78681,0.05124490029359057
be,they,2869,7,78681,0.036463695174184366
be,what,2710,8,78681,0.03444287693344009
be,she,1763,9,78681,0.02240693432976195
be,who,1458,10,78681,0.01853052198116445
be,we,1059,11,78681,0.013459412056277882
be,one,587,12,78681,0.007460505077464699
be,name,561,13,78681,0.007130056811682617
be,those,424,14,78681,0.005388848641984723
be,these,414,15,78681,0.005261753155145461
be,thing,362,16,78681,0.004600856623581296
be,xxx,231,17,78681,0.00293590574598696
be,which,194,18,78681,0.0024656524446816895
be,matter,175,19,78681,0.002224171019687091
be,all,130,20,78681,0.0016522413289104104
be,day,112,21,78681,0.0014234694525997382
be,thomas,88,22,78681,0.0011184402841855085
be,boy,87,23,78681,0.0011057307355015822
be,everything,81,24,78681,0.001029473443398025
be,number,80,25,78681,0.0010167638947140988
be,part,76,26,78681,0.0009659256999783938
be,cat,74,27,78681,0.0009405066026105414
be,mine,65,28,78681,0.0008261206644552052
be,girl,64,29,78681,0.000813411115771279
be,man,64,30,78681,0.000813411115771279
be,word,63,31,78681,0.0008007015670873527
be,daddy,63,32,78681,0.0008007015670873527
be,some,62,33,78681,0.0007879920184034265
be,people,61,34,78681,0.0007752824697195002
be,book,59,35,78681,0.0007498633723516478
be,yours,57,36,78681,0.0007244442749837954
be,hand,57,37,78681,0.0007244442749837954
be,bath,57,38,78681,0.0007244442749837954
be,color,56,39,78681,0.0007117347262998691
be,problem,54,40,78681,0.0006863156289320167
be,picture,53,41,78681,0.0006736060802480904
be,car,52,42,78681,0.0006608965315641641
be,time,46,43,78681,0.0005846392394606068
be,school,44,44,78681,0.0005592201420927543
be,house,43,45,78681,0.0005465105934088281
be,letter,41,46,78681,0.0005210914960409755
be,child,40,47,78681,0.0005083819473570494
be,today,40,48,78681,0.0005083819473570494
be,dis,40,49,78681,0.0005083819473570494
be,chi,40,50,78681,0.0005083819473570494
be,light,38,51,78681,0.0004829628499891969
be,guy,37,52,78681,0.0004702533013052707
be,food,37,53,78681,0.0004702533013052707
be,mother,37,54,78681,0.0004702533013052707
be,baby,37,55,78681,0.0004702533013052707
be,birthday,36,56,78681,0.0004575437526213444
be,the,36,57,78681,0.0004575437526213444
be,dog,35,58,78681,0.0004448342039374182
be,hair,34,59,78681,0.00043212465525349197
be,something,33,60,78681,0.0004194151065695657
be,ya,33,61,78681,0.0004194151065695657
be,your,32,62,78681,0.0004067055578856395
be,stuff,31,63,78681,0.00039399600920171326
be,game,31,64,78681,0.00039399600920171326
be,go,31,65,78681,0.00039399600920171326
be,piece,31,66,78681,0.00039399600920171326
be,egg,31,67,78681,0.00039399600920171326
be,mummy,31,68,78681,0.00039399600920171326
be,everybody,30,69,78681,0.00038128646051778704
be,firstname,30,70,78681,0.00038128646051778704
be,kid,29,71,78681,0.00036857691183386077
be,animal,29,72,78681,0.00036857691183386077
be,a,28,73,78681,0.00035586736314993455
be,god,28,74,78681,0.00035586736314993455
be,water,28,75,78681,0.00035586736314993455
be,two,27,76,78681,0.00034315781446600833
be,favorite,27,77,78681,0.00034315781446600833
be,kind,26,78,78681,0.00033044826578208206
be,somebody,25,79,78681,0.00031773871709815584
be,sun,25,80,78681,0.00031773871709815584
be,way,25,81,78681,0.00031773871709815584
be,mommy,25,82,78681,0.00031773871709815584
be,toy,25,83,78681,0.00031773871709815584
be,story,24,84,78681,0.0003050291684142296
be,lady,24,85,78681,0.0003050291684142296
be,bus,24,86,78681,0.0003050291684142296
be,cup,24,87,78681,0.0003050291684142296
be,fish,24,88,78681,0.0003050291684142296
be,trouble,24,89,78681,0.0003050291684142296
be,ball,23,90,78681,0.0002923196197303034
be,head,23,91,78681,0.0002923196197303034
be,friend,23,92,78681,0.0002923196197303034
be,difference,23,93,78681,0.0002923196197303034
be,bag,22,94,78681,0.00027961007104637713
be,dat,22,95,78681,0.00027961007104637713
be,juice,22,96,78681,0.00027961007104637713
be,eye,22,97,78681,0.00027961007104637713
be,paper,22,98,78681,0.00027961007104637713
be,cake,22,99,78681,0.00027961007104637713
be,bit,22,100,78681,0.00027961007104637713
be,person,21,101,78681,0.0002669005223624509
be,money,21,102,78681,0.0002669005223624509
be,tree,21,103,78681,0.0002669005223624509
be,chair,21,104,78681,0.0002669005223624509
be,foot,21,105,78681,0.0002669005223624509
be,anybody,21,106,78681,0.0002669005223624509
be,room,21,107,78681,0.0002669005223624509
be,sarah,21,108,78681,0.0002669005223624509
be,tape,20,109,78681,0.0002541909736785247
be,box,20,110,78681,0.0002541909736785247
be,rest,20,111,78681,0.0002541909736785247
be,bird,20,112,78681,0.0002541909736785247
be,fire,20,113,78681,0.0002541909736785247
be,kitten,20,114,78681,0.0002541909736785247
be,purdie,20,115,78681,0.0002541909736785247
be,hat,19,116,78681,0.00024148142499459845
be,place,19,117,78681,0.00024148142499459845
be,useta,19,118,78681,0.00024148142499459845
be,milk,19,119,78681,0.00024148142499459845
be,apple,19,120,78681,0.00024148142499459845
be,pant,18,121,78681,0.0002287718763106722
be,leg,18,122,78681,0.0002287718763106722
be,adam,18,123,78681,0.0002287718763106722
be,party,18,124,78681,0.0002287718763106722
be,face,18,125,78681,0.0002287718763106722
be,truck,18,126,78681,0.0002287718763106722
be,blue,18,127,78681,0.0002287718763106722
be,reason,17,128,78681,0.00021606232762674598
be,nose,17,129,78681,0.00021606232762674598
be,sposta,17,130,78681,0.00021606232762674598
